ID,Gender,Residence Zone,Education Level,Years of Experience,Desired Salary,Status,Age,Marital Status,Residence Distance,Job Title,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Skill 8,Skill 9,Skill 10
E442,Other,Zone J,Bachelor's Degree,Beginner,Medium,Offered,Old,Widowed,Far,Manufacturing Enginner Staff,Critical Thinking,Problem Solving,Data Visualization,-,Analytical Thinking,-,Team Work,Adaptability,-,Leadership
E443,Male,Zone A,PhD,Intermediate,Medium,Interviewing,Middle,Married,Far,Maintenance Technician Manager,-,Problem Solving,Data Visualization,Communication,-,-,-,Adaptability,-,-
E444,Female,Zone F,Master's Degree,Advanced,High,Offered,Young,Married,Near,HSE Analyst Manager,Critical Thinking,-,Data Visualization,-,-,Time Management,-,Adaptability,Creativity,Leadership
E445,Female,Zone J,PhD,Beginner,Low,Interviewing,Middle,Married,Far,Human Resources Manager,-,Problem Solving,-,Communication,Analytical Thinking,-,Team Work,-,-,-
E446,Male,Zone H,PhD,Intermediate,High,Interviewing,Old,Divorced,Medium,Manufacturing Risk Staff,Critical Thinking,-,Data Visualization,Communication,Analytical Thinking,Time Management,-,Adaptability,Creativity,-
E447,Male,Zone F,PhD,Advanced,High,Offered,Middle,Divorced,Near,Administrative Manager,Critical Thinking,Problem Solving,-,Communication,-,Time Management,Team Work,Adaptability,Creativity,Leadership
E448,Other,Zone I,Bachelor's Degree,Advanced,High,Offered,Middle,Divorced,Far,Human Resources Manager,-,Problem Solving,-,Communication,Analytical Thinking,-,Team Work,-,-,-
E449,Other,Zone H,High School,Advanced,High,Offered,Middle,Divorced,Medium,Digital Advertising Staff,Critical Thinking,Problem Solving,Data Visualization,Communication,-,-,-,-,-,-
E450,Male,Zone E,PhD,Advanced,Medium,Offered,Young,Single,Near,HSE Analyst Manager,Critical Thinking,-,Data Visualization,-,-,Time Management,-,Adaptability,Creativity,Leadership
E451,Female,Zone H,PhD,Advanced,High,Interviewing,Young,Married,Medium,Financial Analyst Manager,Critical Thinking,-,-,-,Analytical Thinking,-,-,-,Creativity,-
E452,Male,Zone F,High School,Intermediate,Low,Offered,Middle,Single,Near,Maintenance Technician Staff,-,-,-,-,Analytical Thinking,Time Management,-,-,-,-
E453,Female,Zone B,Master's Degree,Beginner,Low,Interviewing,Middle,Single,Far,Procurement Material Staff,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,-,Adaptability,Creativity,-
E454,Female,Zone C,PhD,Beginner,Medium,Interviewing,Old,Widowed,Medium,Customer Care Manager,Critical Thinking,Problem Solving,Data Visualization,Communication,Analytical Thinking,-,Team Work,Adaptability,Creativity,Leadership
E455,Other,Zone G,PhD,Intermediate,Low,Offered,Old,Single,Medium,Manufacturing System Technology Staff,Critical Thinking,Problem Solving,-,-,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E456,Other,Zone C,Bachelor's Degree,Advanced,High,Interviewing,Middle,Widowed,Medium,HSE Analyst Staff,Critical Thinking,Problem Solving,-,Communication,-,Time Management,Team Work,-,-,-
E457,Male,Zone F,Bachelor's Degree,Advanced,High,Interviewing,Middle,Divorced,Near,Manufacturing Techinical Staff,-,-,-,Communication,-,Time Management,Team Work,-,-,Leadership
E458,Female,Zone G,PhD,Advanced,High,Interviewing,Middle,Divorced,Medium,HSE Engineer Manager,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,Adaptability,-,-
E459,Other,Zone G,PhD,Intermediate,Medium,Interviewing,Old,Single,Medium,Manufacturing Analyst Manager,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,-,-,Leadership
E460,Other,Zone B,Master's Degree,Advanced,High,Interviewing,Young,Single,Far,HSE Engineer Manager,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,Adaptability,-,-
E461,Female,Zone G,High School,Intermediate,Low,Offered,Old,Single,Medium,Public Relations Staff,Critical Thinking,Problem Solving,-,Communication,-,Time Management,-,Adaptability,-,-
E462,Male,Zone I,High School,Advanced,Low,Offered,Young,Single,Far,Manufacturing Analyst Staff,Critical Thinking,Problem Solving,Data Visualization,-,-,Time Management,Team Work,-,-,-
E463,Female,Zone G,Master's Degree,Intermediate,High,Interviewing,Middle,Divorced,Medium,Food Service Manager,Critical Thinking,-,-,Communication,-,Time Management,-,Adaptability,-,-
E464,Other,Zone I,Master's Degree,Advanced,Low,Offered,Middle,Single,Far,Manufacturing Company Secretary,-,-,Data Visualization,Communication,Analytical Thinking,Time Management,Team Work,-,-,-
E465,Male,Zone F,Master's Degree,Intermediate,High,Offered,Young,Single,Near,Manufacturing System Technology Staff,Critical Thinking,Problem Solving,-,-,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E466,Male,Zone B,Bachelor's Degree,Intermediate,High,Offered,Middle,Divorced,Far,Management Accountant Manager,-,-,-,Communication,-,-,-,Adaptability,-,-
E467,Other,Zone G,Master's Degree,Advanced,Low,Interviewing,Middle,Widowed,Medium,Manufacturing Analyst Manager,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,-,-,Leadership
E468,Other,Zone B,PhD,Advanced,High,Offered,Old,Divorced,Far,Manufacturing Techinical Manager,-,-,Data Visualization,Communication,-,Time Management,Team Work,Adaptability,Creativity,-
E469,Other,Zone D,PhD,Advanced,Medium,Offered,Old,Married,Medium,Chief Technology Officer,Critical Thinking,-,Data Visualization,-,-,Time Management,-,-,Creativity,Leadership
E470,Other,Zone F,Bachelor's Degree,Advanced,High,Interviewing,Middle,Divorced,Near,Customer Care Manager,Critical Thinking,Problem Solving,Data Visualization,Communication,Analytical Thinking,-,Team Work,Adaptability,Creativity,Leadership
E471,Female,Zone I,PhD,Advanced,Medium,Offered,Old,Married,Far,Financial Analyst Manager,Critical Thinking,-,-,-,Analytical Thinking,-,-,-,Creativity,-
E472,Female,Zone F,Master's Degree,Intermediate,Medium,Offered,Young,Single,Near,HSE Analyst Staff,Critical Thinking,Problem Solving,-,Communication,-,Time Management,Team Work,-,-,-
E473,Female,Zone A,Master's Degree,Advanced,Low,Interviewing,Middle,Single,Far,Manufacturing Enginner Manager,Critical Thinking,Problem Solving,-,Communication,-,Time Management,-,-,Creativity,-
E474,Female,Zone B,High School,Advanced,High,Interviewing,Middle,Divorced,Far,Management Accountant Staff,-,-,Data Visualization,Communication,-,-,-,Adaptability,Creativity,-
E475,Other,Zone C,Master's Degree,Intermediate,Low,Interviewing,Middle,Single,Medium,Financial Analyst Staff,Critical Thinking,-,Data Visualization,-,-,Time Management,Team Work,-,-,Leadership
E476,Other,Zone G,High School,Advanced,Low,Offered,Middle,Married,Medium,Manufacturing Enginner Staff,Critical Thinking,Problem Solving,Data Visualization,-,Analytical Thinking,-,Team Work,Adaptability,-,Leadership
E477,Male,Zone A,Master's Degree,Beginner,High,Interviewing,Middle,Widowed,Far,Human Resources Manager,-,Problem Solving,-,Communication,Analytical Thinking,-,Team Work,-,-,-
E478,Male,Zone F,Master's Degree,Advanced,High,Offered,Old,Divorced,Near,Public Relations Manager,Critical Thinking,-,Data Visualization,-,-,-,-,Adaptability,-,Leadership
E479,Female,Zone G,Master's Degree,Advanced,High,Offered,Middle,Divorced,Medium,Manufacturing Accountant Staff,Critical Thinking,Problem Solving,Data Visualization,Communication,-,Time Management,-,Adaptability,-,Leadership
E480,Male,Zone C,High School,Beginner,High,Interviewing,Old,Widowed,Medium,Manufacturing Design Engineer Staff,-,-,Data Visualization,-,-,-,Team Work,-,-,-
E481,Other,Zone E,PhD,Intermediate,High,Offered,Middle,Widowed,Near,Manufacturing Enginner Staff,Critical Thinking,Problem Solving,Data Visualization,-,Analytical Thinking,-,Team Work,Adaptability,-,Leadership
E482,Female,Zone D,Master's Degree,Advanced,Low,Interviewing,Young,Single,Medium,Research and Development Enginner Staff,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E483,Female,Zone D,Bachelor's Degree,Intermediate,High,Offered,Middle,Widowed,Medium,Financial Analyst Staff,Critical Thinking,-,Data Visualization,-,-,Time Management,Team Work,-,-,Leadership
E484,Other,Zone B,Master's Degree,Advanced,Low,Interviewing,Young,Married,Far,Public Relations Staff,Critical Thinking,Problem Solving,-,Communication,-,Time Management,-,Adaptability,-,-
E485,Male,Zone J,PhD,Advanced,High,Offered,Old,Divorced,Far,Chief Strategy Officer,-,-,-,-,-,-,-,Adaptability,Creativity,Leadership
E486,Female,Zone J,High School,Beginner,Medium,Interviewing,Middle,Single,Far,Management Accountant Staff,-,-,Data Visualization,Communication,-,-,-,Adaptability,Creativity,-
E487,Other,Zone I,Bachelor's Degree,Advanced,Medium,Offered,Middle,Married,Far,Digital Advertising Manager,-,-,Data Visualization,Communication,Analytical Thinking,Time Management,-,Adaptability,-,Leadership
E488,Male,Zone F,Bachelor's Degree,Advanced,Medium,Interviewing,Middle,Married,Near,HSE Engineer Manager,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,Adaptability,-,-
E489,Male,Zone D,Master's Degree,Beginner,Low,Interviewing,Middle,Single,Medium,Financial Analyst Manager,Critical Thinking,-,-,-,Analytical Thinking,-,-,-,Creativity,-
E490,Female,Zone E,Master's Degree,Intermediate,Medium,Interviewing,Young,Married,Near,Technology Analyst Staff,-,-,Data Visualization,Communication,-,Time Management,-,Adaptability,-,Leadership
E491,Other,Zone B,High School,Advanced,High,Interviewing,Middle,Widowed,Far,Public Relations Staff,Critical Thinking,Problem Solving,-,Communication,-,Time Management,-,Adaptability,-,-
E492,Female,Zone D,Bachelor's Degree,Intermediate,High,Interviewing,Old,Divorced,Medium,HSE Analyst Staff,Critical Thinking,Problem Solving,-,Communication,-,Time Management,Team Work,-,-,-
E493,Male,Zone H,PhD,Intermediate,Low,Interviewing,Middle,Single,Medium,Manufacturing Enginner Staff,Critical Thinking,Problem Solving,Data Visualization,-,Analytical Thinking,-,Team Work,Adaptability,-,Leadership
E494,Male,Zone J,PhD,Beginner,Low,Interviewing,Young,Married,Far,HSE Analyst Manager,Critical Thinking,-,Data Visualization,-,-,Time Management,-,Adaptability,Creativity,Leadership
E495,Other,Zone H,Bachelor's Degree,Advanced,Low,Offered,Old,Single,Medium,Research and Development Enginner Staff,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E496,Male,Zone B,Master's Degree,Advanced,Low,Offered,Middle,Single,Far,Manufacturing Analyst Manager,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,-,-,Leadership
E497,Other,Zone G,Bachelor's Degree,Intermediate,Low,Offered,Middle,Single,Medium,Technology Analyst Staff,-,-,Data Visualization,Communication,-,Time Management,-,Adaptability,-,Leadership
E498,Female,Zone I,Master's Degree,Advanced,Medium,Offered,Middle,Widowed,Far,Manufacturing Techinical Staff,-,-,-,Communication,-,Time Management,Team Work,-,-,Leadership
E499,Male,Zone H,PhD,Intermediate,Medium,Interviewing,Middle,Married,Medium,Manufacturing Design Engineer Staff,-,-,Data Visualization,-,-,-,Team Work,-,-,-
E500,Male,Zone C,High School,Advanced,Medium,Interviewing,Middle,Married,Medium,Manufacturing Design Engineer Staff,-,-,Data Visualization,-,-,-,Team Work,-,-,-
E501,Male,Zone E,PhD,Intermediate,High,Offered,Young,Married,Near,Quality Control Staff,-,Problem Solving,Data Visualization,Communication,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E502,Other,Zone A,PhD,Beginner,Low,Interviewing,Middle,Single,Far,Manufacturing Design Engineer Manager,-,Problem Solving,Data Visualization,Communication,Analytical Thinking,Time Management,Team Work,Adaptability,-,-
E503,Other,Zone C,PhD,Intermediate,High,Interviewing,Middle,Widowed,Medium,Manufacturing Enginner Staff,Critical Thinking,Problem Solving,Data Visualization,-,Analytical Thinking,-,Team Work,Adaptability,-,Leadership
E504,Male,Zone A,Bachelor's Degree,Advanced,High,Interviewing,Middle,Divorced,Far,Public Relations Staff,Critical Thinking,Problem Solving,-,Communication,-,Time Management,-,Adaptability,-,-
E505,Male,Zone F,PhD,Advanced,Medium,Offered,Young,Single,Near,Chief Executive Officer,Critical Thinking,-,-,Communication,Analytical Thinking,-,-,-,-,Leadership
E506,Other,Zone B,High School,Beginner,Medium,Offered,Middle,Widowed,Far,Human Resources Staff,-,-,-,Communication,Analytical Thinking,-,-,Adaptability,Creativity,Leadership
E507,Other,Zone D,Bachelor's Degree,Advanced,Medium,Interviewing,Young,Single,Medium,Research and Development Enginner Staff,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E508,Other,Zone I,Bachelor's Degree,Intermediate,Medium,Interviewing,Middle,Married,Far,Production Planning Staff,-,Problem Solving,Data Visualization,-,Analytical Thinking,-,Team Work,-,Creativity,Leadership
E509,Female,Zone B,Master's Degree,Advanced,Medium,Interviewing,Old,Married,Far,Quantity Surveyor Staff,-,-,-,Communication,-,Time Management,Team Work,-,Creativity,Leadership
